,is_spoiler,review_text
24524,True,"After you see this movie, all other mobster movies you see or ever have seen will seem like garbage. They and their cast of characters will all appear cartoonish in comparison. Of course, this is a movie about the mafia from the working man/gangster point of view, where ""The Godfather"" was a mafia movie filmed from the viewpoint of the executive suite, so there really is no valid comparison there. ""Goodfellas"" really does seem ahead of its time when you realize that the only artistic work about the mafia that compares to it in quality is the HBO series ""The Sopranos"", which debuted nine years after this movie was made.""Goodfellas"" tells the real-life story of mobster Henry Hill, and it is largely true, although there are individual scenes that are out of sequence and others that were added for dramatic effect, such as Karen Hill flushing the cocaine down the toilet during the drug bust. Also, Tommy, the character that Joe Pesci played and the part for which he won an Oscar, was actually a composite of two separate gangsters. Other details are omitted completely, probably because they would have spun the movie off in too many different directions. For example, crime boss ""Big Paulie"" actually was having an affair with Henry Hill's wife, Karen. When Tommy tried to rape her and Paulie found out, that was when he alerted the Gambinos to the fact that Tommy had killed their missing crew member, ""made man"" Billy Batts, nine years earlier. This is the true reason that it took so long for Tommy to be killed over that incident. Thus, masterful direction of the story by Martin Scorsese in what was probably his finest film is why the audience has a more cohesive view of the mobsters portrayed in this movie than if we had been told every last detail.What really makes this movie great is all of the personal details that enable you to see these mobsters living a largely suburban life, concerned about kids' birthday parties and getting the sauce just right for dinner, and all the while completely immersed in a completely amoral lifestyle in which murder and bribes solve everything- a lifestyle to which they would never voluntarily choose an alternative."
24525,True,"Goodfellas makes you feel like you are watching guys that you know or knew. To this day, I have a friend that still talks like Jimmy Two Times.  He always says things like ""Nice Nice"" and that was just a background piece in Goodfellas.  But that is the point, all that is background is just as important as the main players and locales.  It all paints us a perfect picture of what mob life must be like.  And with all due kudos to The Godfather, but there is no other film that has ever made mob life look so real and feel so tangible the way Goodfellas does.To say that Joe Pesci is the best part of this film would be to discredit the rest of the cast, but at the same time, you have to mention him in some way.  His portrayal of Tommy is haunting.  Here is a man that is so insecure and wants to be the top dog, the made man so bad that he can't decipher between what is a joke and what is disrespect towards him.  Of course the scene in question is when he shoots a common boy for telling Paulie to screw himself after Paulie shot him in the leg.  You would think the guy has a right to let off a little steam and vent, but Paulie is always looking for the diss.  He is always looking to find some hidden gesture from someone that is putting him down.  Even at the beginning when he is getting on Henri in the now famous "" You're a funny guy "" scene.  He is kidding with Henri but deep down inside he is angry with him, you can see it and feel it.  Joe Pesci gave the performance of his career and he richly deserved to win best supporting actor that year.The story and script by Pileggi is sheer inside brilliance.  You can feel the inside observations that no one can have except for a guy that spent his whole life on the inside.  They ring so true and they get into your blood. From scenes like the fat guy running around delivering messages to the other mob guys because he doesn't like to use the phone to the scene when Henri, Paulie and Tommy have Billy Bats in the trunk but they stop off at Tommy's moms house for a late night dinner of pasta and such.  They also have to borrow a sharp knife to finish off the guy in the trunk, but to his mom they have to cut off the hoof of a dear that hit the car.  And the scene where Tommy does kill the young kid for joking with him and then Paulie gets mad at him, not for killing the guy but because he doesn't want to dig a hole tonight.  There are so many tiny observations in Goodfellas that give it the authenticity it has.  And it is a film that stays with you for years to come.  I think this is Scorcese's best film and although I understand and accept why the academy awarded Dances With Wolves the accolades it did, if this film would have swept the Oscars that year, no one would have been surprised.  It is a landmark film and I think it is one of the best films ever made.  And again, taking no credit away from Coppolla's Godfather epics, but this gets inside the mafia on a deeper level.  It goes one step beyond what Coppolla gave us, and for that Goodfellas should be remembered as the best film about gangsters ever made."
24526,True,"Overrated in 1990, *Goodfellas* has grown even more overrated with the passage of 15 years. It's based on the -- I daresay -- untrustworthy recollections of a half-Irish, half-Sicilian mobster-turned-informant who recently, I am reliably informed, appears as an addled, half-witted guest on ""The Howard Stern Show"". The narrative arc, if one can accurately term it that, spans 30 years, roughly from 1950 to 1980. This, of course, gives Martin Scorsese every incentive to soak the background with dozens of pop-culture tunes ranging from Bobby Vinton to Derek and the Dominoes. His use of the last 3 lilting minutes of ""Layla"" as some sort of ironic counterpoint in the extended montage that reveals the corpses of a dozen gruesomely executed mobsters in various places across New York City only underscores his utterly conventional taste in music. One wonders whether Scorsese would've been happier as a Top 40 deejay instead of a filmmaker.His conventionality -- a surprising development, given his success with such Seventies classics as *Mean Streets* and *Taxi Driver*, both infused with his uniquely individual aesthetic -- extends beyond the soundtrack to the actual movie itself. Lovers of this movie will doubtless be distressed to learn that the various stylistic techniques Scorsese uses here -- whip-pans, sudden freezes that supposedly add ironic punctuation to the narrative, even the use of pop music as commentary on a montage -- all derive from French (yes, I said French) auteurs from the New Wave school of the Sixties and Seventies. These same lovers of this movie would probably also consider Orson Welles to be an overrated old fuddy-duddy, but that doesn't stop Scorsese from pointlessly laying on at least two sequences of long tracking-shots through complicated spatial arrangements without cuts, the device Welles perfected if not wholly invented. (An even less impressive feat for Scorsese, who benefits from the technological advance of the Steadicam. Welles did it with old-fashioned cameras on dollies and hydraulic cranes.) I believe that all these borrowings betray Scorsese's fundamental, perhaps unconscious, lack of confidence in the power of his story, here.For the screenplay, let it be said at once, is poorly constructed. The narrative focuses on trivial events, like a gofer getting shot in the foot during a card game or Paul Sorvino slicing garlic to atomic thinness, and then presents the world-famous Lufthansa heist through hearsay. The movie's main character, Ray Liotta as Henry Hill, hears a news report about the heist while in the shower. One may reasonably ask why we're in the shower with Henry when we should be in the getaway car with Robert De Niro's Jimmy Conway and his henchmen. This, of course, leads one to reasonably ask why we're not watching a movie about Jimmy Conway instead of Henry Hill, the latter being, more often than not, on the periphery of the movie's main events. Having Liotta narrate the exciting stuff for us in voice-over is no substitute. Indeed, the movie is cripplingly dependent on voice-over narration, perhaps because Mr. Hill's own story, in and of itself, isn't interesting enough to really warrant a honest-to-goodness movie in the first place. As the movie drones on with Liotta's loquacious narrator ceaselessly filling in the narrative gaps, one suspiciously wonders -- for example -- why Hill and Conway are NOT whacked for bumping off ""made man"" Billy Bats, while Joe Pesci's Tommy DOES get whacked. All three men were involved in the killing, yet only Tommy pays the price. Why? Does Conway's and Hill's Irishness serve as a magical force-field? -- I don't get it. Well, I did say at the beginning of this review that Hill was an untrustworthy storyteller. From the evidence, it appears that Hill was quite conversant with his mob boss's cooking techniques (hence all the time wasted on cooking scenes and shots of gorgeously laid-out family feasts) and far less conversant with the important incidents that are the subject of this film. Note too how inconsistently handled Henry's character is throughout the film: one moment he pistol-whips almost to death a sexual predator who messes with his girlfriend, the next he's aghast when some punk kid gets carelessly killed. Hmm -- smells like self-hagiography to me.After an overly-edited, chaotic, 30-minute final act in which a sweaty-faced, puffy-eyed Liotta drives around the suburbs, peering up through his windshield at police helicopters, dropping off hot guns, going to the grocery store, zipping back home to make meatballs (AGAIN with the cooking!), and so forth, he gets pinched for good. Under the umbrella of the Witness Protection program, he finally rats out his mob bosses . . . and it occurs to us that this should have been the focus of the film all along, i.e., the FBI's successful eroding of the criminal code using Witness Protection. But Scorsese crams it in during the last five minutes of this 3-hour movie. A little less time in the kitchen and in the shower, and a little more time getting down to business, might have made this movie pretty great.As it is, the performers give *Goodfellas* undeniable energy, almost mitigating all its flaws. Fans of good New York actors will forgive this movie everything: Liotta, De Niro, Pesci, Sorvino, and Lorraine Bracco do THEIR job, at least. And perhaps this is why the movie is so well-loved. Colorful characters limned by great performances are entertaining. But, in my judgment, the virtues of verisimilitude can't overcome what amounts to a 3-hour-long non-story.3 stars out of 10."
24527,True,"I bought this film on DVD on the strength of two things - one, de Niro's excellent track record, and two, the very high rating on IMDB (in the Top 50). Having watched it, I have to ask what all the fuss is about? This is a very ordinary film which explores at extreme length the intimate details of the lives of the most childish individuals ever committed to celluloid. Whether or not people like these really exist, I found it completely uninteresting. I have no idea why so many people are fascinated by the mafia - maybe it's envy of the power - but they should not hold a fascination for civilised human beings. People who deal out death as a punishment for the slightest reverse in their lives deserve to be ignored or reprimanded, not lauded and celebrated as in this film. For every Henry Hill, there are a thousand or more kept in poverty because of the crime which supports his odious lifestyle. It would be nice to think there was some kind of a moral ending, but even then, we see Henry selling out his colleagues just to keep himself somewhere nearer the feeding trough.How anyone can rate this film so highly is beyond me; how so many of you IMDB browsers can and do, just beggars belief!"
24528,True,"Semi-spoilerOn a personal note...this movie was filmed, in part, in front of my family's home (the red house across from Bracco's ""home"" in the movie...you know the scene...Ray Liotta runs across the street and pistol whips the neighbor's son, who is polishing his red Corvette - since I was, in reality, the son who lived across the street, I suppose, that was me taking all that punishment).  Anyway, I was home visiting when they filmed for over a month on my street.  It was interesting to watch the care (bordering on fanaticism) that Scorcese took in endlessly rehearsing minor scenes and then finally filming them.  Which leads me to my point.  So much time, money, and effort spent to produce such an unpleasant film. Lord knows, it's not that everybody needs to be Pollyanna...we all are aware how truly wretched life can be...but why spend time watching loathsome, worthless characters act out pointless violence?  There just has to be some better way of spending our time.  Yep, we are base animals...as Scorcese incessantly likes to remind us in this and his other films...Thank you!  We get the idea!  However, why not take all that talent and time and produce something the uplifts the human spirit rather than denigrates it?  ""A man's reach should exceed his grasp, or what's a heaven for?""  Glorify gangsters, not me!OK...Goodfellas lovers...come on and pistol whip me...I'm waiting."
24529,True,"WARNING: FULL OF SPOILERS.Every single person in the world seem to love this movie, but I don't. I don't enjoy watching a guy killing everyone just cause he's a socially inept psycho, the never ending punching, alright, I got it, that's what the Mafia is all about, I already knew it. The deep-inside-good guy who in the end regrets about it all and sells out his partners. Terrific, I didn't see that coming from miles away. Oh, right, and before that, he cheated on his wife with prostitutes. How original is that? Even when it tries to be funny this movie fails miserably. From the great reviews it has achieved, I can see the world thinks it's amazingly original. Well I guess I'm missing it, and I'm happy I do. I want a plot, something that justifies all the blood, not just the ""he made me angry"". Hahaha, am I supposed to applause and enjoy, right? Yeah, Pesci's character is great, sure. Too bad he got murdered, isn't it?. That's the only part of the movie I've really enjoyed, actually. I would've loved to see him die with even more pain. That would've been great. I'll give the movie 2/10, just because they did shut that annoying dude up anyway. That adds one point. Martin Scorsese is the most overrated director ever, period."
24530,True,"This is actually quite a nasty film, with no likable characters at all - it's made from Henry Hill's perspective (played by Ray Liotta) but I didn't like him; I'm not sure whether he was supposed to come across sympathetically but he didn't to me.The film has some scenes of extreme violence, which I found pretty distasteful - watching someone get repeatedly graphically stabbed, having their head bashed in with a pistol butt, or having their head kicked in, isn't an enjoyable experience for me, call me weird.There is little plot to the film, and what there is is slow and drawn out. You don't really care what happens to any of the characters, in fact I wanted them all to be put behind bars personally! This film sends out entirely the wrong message: being in the mafia is cool, violence is cool, being a criminal is cool. The 'Tommy' character is especially nasty and violent, and some of his scenes provide for uncomfortable viewing.At the end of the film, Henry Hill avoids prison by ratting on his friends, not because of any high principles or because he's seen the light, but just to stay out of prison.I know it's probably news to some of the people who have given this film high ratings but violence and crime are not glamorous and not something to be celebrated.4/10 overall"
24531,True,"Goodfellas is the type of movie that has it all. Action, thriller, suspense and even some comedy thrown in makes this epic film the best of it's kind. The pace of this film is brilliant. There is no dull scene, no fillers and it leaves you completely entertained from start to finish. Joe Pesci is absolutely amazing and deserved the Oscar no question. You don't even have to be a person that likes gangster films to appreciate Goodfellas. If you were one of the people that found The Godfather to be a little slow or boring at times, I highly recommend this film as a substitute ""mafia"" film. You will definitely get your money's worth if you rent this one. Best film of the 90's without a doubt."
24532,True,"Goodfellas is a technically impressive film and interesting to review largely because of the huge following it has amongst film critics and Martin Scorsese fanatics alike, most of whom reverentially believe it is his best workand they may be correct.The story based on a novel by Nicholas Pileggi chronicles the rise through the ranks of the Mafia of Irish-Sicilian Henry Hill (Ray Liotta), who has always wanted to be a gangster since he was a kid, and finds his wish granted. We follow him from a rambunctious teen to his first arrest, his marriage to Jewish wife Karen (Lorraine Bracco) through to their fall into drugs, and finally as an informer prior to entry into the Witness Protection Program.The film has a dry sense of humor and is technically and visually amazing. Scorsese loves the mobster milieu and is obviously working in his element here with a nicely picked cast. The attention to detail, the camera work, the costumes, the choice of music is all well thought out to the most intimate minutiae. The film is a fairly fascinating peek at life inside the Mafia. Scorsese allows events to unfold believably and the moments near the end where Henry and Karen become increasingly paranoid that they are under surveillance, complete with jittery, over bright intense camera work that heightens their unease, is arguably some of Scorsese's best work.The acting is fairly solid. Liotta manages to hold things together as the focal character and he gets nice support from Bracco. DeNiro manages a dignified turn as Liotta's mentor and friend. Joe Pesci won the Oscar as the psychotic killer Tommy DeVito. He is utilized well enough here to overlook the fact that it is basically the same performance he gives in everything else.Yet as amazing as the film is, it still has its drawbacks that prevent it from becoming the classic that many of its admirers would have you believe. As fascinating as Goodfellas is, I actually find Scorsese's similarly themed subsequent work Casino just as impressive technically, yet far more interesting in that it tells its tale using the backdrop of the formation of gambling mecca Las Vegas. I realize that I am in the minority with that view, but there it is.Yet most notable of all is that Goodfellas seems utterly incapable of connecting on an emotional level with the viewer. The superior Godfather films featured similar themes and focused on characters capable of shocking acts of violence, yet managed to connect on an emotional level so that we had some concern for the players. By contrast, at the end of Goodfellas, as brilliant as I thought some of the direction and technical aspects were, I found that I did not give a damn what happened to any of the characters on screen, including Henry and Karen. I was completely indifferent to whether they lived, died, escaped, etc. And this issue makes for a somewhat empty viewing experience.1990 was a very interesting film year. Coppola released his last Godfather film that year. Although it got an Oscar nod, critics largely overlooked it in favor of Goodfellas due to the fact that it is not on the same level as its predecessors. There is no question Godfather III is a flawed film, but it is also more emotionally rich than Goodfellas and any one of its flaws is more interesting to discuss at length than any of Goodfellas successes. Conversely, critics and Scorsese fans have spilled gallons of ink over the ""injustice"" of Dances With Wolves winning the Best Picture over Goodfellas, but it is not hard to see why it did. DWW in its own right is just as technically impressive as Goodfellas (maybe even more so considering its director was an amateur with a passionate vision), but DWW connects emotionally with the viewer in a far more powerful way than Goodfellas ever does. At the end of DWW and Godfather III, I had to know what happened with those characters. At the end of Goodfellas, not so much. What Scorsese has achieved is certainly noteworthy and makes for a very good, solid gangster film, but most definitely not a masterpiece. It is slick, flashy and technically well done (sometimes even brilliant), but its inability to make me give a damn about any of its characters is a huge stumbling block."
24533,True,"Roebrt De Niro,Ray Liotta and Joe Pesci star in this film about the mob and gangsters in ""Goodfellas"". Based on the bestselling book of Nicholas Pillegi, director Martin Scorsese provides the viewer of a clear picture of what being part of organized crime is all about. Goodfellas is a true story that is being told on the eyes of Henry Hill,who spent 25 years of his life being a member of the mob from 1955 to 1980, until he became an informant and made deals with the FBI to bring down and put behind the bars his mob underboss Paul Cicero and his fellow mobster, Jimmy ""The Gent"" Conway. The story whose script was co-written by Scorsese and Pileggi narrates Hill's story on how he started being of service with the mob when he was 12 years old when he considered being a gangster is better than being the President of the United States until he became a full-time gangster who was involved in extortion,hijacking,stealing,robberies and murders together with Tommy DeVito and Jimmy ""The Gent"" Conway when he became an adult. It shows how much money he has had that made him and his wife - Karen Hill - have made their married life extremely comfortable,appealing and glamorous.Added to that,the viewer is treated to the glory years - the 50's,60's and 70's - of the mob when these crime families have many law enforcers in their pockets and how much impact they had in American society until they started to decline and experience downfall in the 80's when the FBI started to intensify their campaign against the mob and putting these mobsters into prison.No question that we have a great film.There are many reasons behind it.First,the viewer is given a clear portrait of the mob's way of life particularly the life of crime as told by Henry Hill.It definitely does not intend to put any glamor into their way of life as it clearly shows how violent this way of life is despite the money that they are able to earn.This was shown particularly in the scenes wherein Tommy DeVito,portrayed by Pesci in an Oscar winning role,shoots Spider on the foot and later killed him by shooting his chest six times after losing his temper.It also shows how much crime they commit in their daily life.Added to that,it also demonstrates how mob life has declined throughout the years starting in the 1980's when the FBI intensified in bringing down members of the mob and putting them behind bars with the use of advancement in technology that the Feds are using particularly in investigating mobsters. It definitely shows that the mob no longer has the same impact unlike during their glory years from the 1950's to the 1970's and the viewer probably laughing to Henry's mindset that being a gangster is better than becoming US President.Many will see that Henry himself became an FBI informant and corroborate against his fellow mobsters in the end receive lighter sentence instead of spending the rest of his life in jail.Aside from these reasons,we also get to see a lot of great performances from De Niro,Liotta,Sorvino,Bracco,who was nominated for an Oscar Best Supporting Actress; and Pesci,who won an Oscar for Best Supporting Actor.In addition to performances,we also get to see a great direction from Scorsese that told the story in a fast pace that made 2 hour and 28 minute movie far from being boring; and a wonderful screenplay from Scorsese and Pileggi as well that made many scenes memorable up to day since this was first shown in the theaters many years ago back in 1990.No wonder the ""Goodfellas"" remains popular today since it was released 27 years ago."
